,recording,shank,id,label,spike_prop,time_prop
172,es04feb12_1,4.0,10.0,1.0,0.7612005219660722,0.1373147578838843
173,es04feb12_1,4.0,2.0,1.0,0.7686380674718867,0.13733477871973757
174,es04feb12_1,4.0,13.0,1.0,0.7333586193817561,0.1375549338323869
175,es04feb12_1,4.0,3.0,1.0,0.7248696947133284,0.1409023097967286
176,es04feb12_1,4.0,17.0,1.0,0.7741274503107711,0.1621240681528343
177,es04feb12_1,4.0,20.0,1.0,0.9195300376856573,0.18272707249868284
178,es04feb12_1,4.0,14.0,-1.0,0.733698487219614,0.18300471131394122
179,es04feb12_1,4.0,15.0,-1.0,0.839172677756514,0.18948503979611434
180,es09feb12_2,2.0,14.0,0.0,0.6356377998331659,0.36224788721982026
181,es09feb12_2,2.0,15.0,1.0,0.6256738996325403,0.3622504299098401
182,es09feb12_2,2.0,7.0,-1.0,0.7024567788898999,0.3642313352900446
183,es09feb12_2,2.0,13.0,0.0,0.5380971620435515,0.3622517440357987
184,es09feb12_2,2.0,11.0,1.0,0.6652217405801933,0.3622706949477342
185,es09feb12_2,2.0,8.0,1.0,0.6088013984950976,0.3623539017893297
186,es09feb12_2,2.0,4.0,1.0,0.7191194455768447,0.3626563021993145
187,es09feb12_2,2.0,3.0,-1.0,0.7871396895787139,0.3625682047707052
188,es09feb12_2,2.0,12.0,-1.0,0.6792929292929293,0.3629655856421708
189,es09feb12_2,2.0,10.0,-1.0,0.7272727272727273,0.36629977254273094
190,es09feb12_2,2.0,5.0,-1.0,0.7738589211618258,0.3899825686222983
191,es09feb12_2,3.0,2.0,-1.0,0.6482267561276188,0.3626285835526278
192,es09feb12_2,3.0,3.0,-1.0,0.6815101645692159,0.36757807572869006
193,es09feb12_2,4.0,8.0,0.0,0.5677858208140846,0.36224559338636125
194,es09feb12_2,4.0,6.0,-1.0,0.6074074074074074,0.3626991002556396
195,es09feb12_3,2.0,8.0,0.0,0.7318846714948158,0.2113909415813367
196,es09feb12_3,2.0,4.0,1.0,0.867699642431466,0.21194509193783373
197,es09feb12_3,2.0,2.0,1.0,0.837739288969918,0.21215150950981573
198,es09feb12_3,3.0,2.0,0.0,0.6607837391977972,0.21138205700261462
199,es09feb12_3,3.0,3.0,-1.0,0.8584036650048384,0.21139179724878324
200,es09feb12_3,4.0,4.0,0.0,0.752539047865565,0.21138271767768418
201,es27mar12_2,1.0,15.0,-1.0,0.8704379562043796,0.2668368817992668
202,es27mar12_2,1.0,16.0,-1.0,0.8893676487713986,0.26675785253046164
203,es27mar12_2,1.0,17.0,0.0,0.4144245324478734,0.2667595097459834
204,es27mar12_2,1.0,21.0,-1.0,0.9046632124352332,0.2668691439633127
205,es27mar12_2,2.0,27.0,-1.0,0.8599138868351237,0.2666423636925227
206,es27mar12_2,2.0,26.0,1.0,0.7317143962848297,0.2666490055445759
207,es27mar12_2,2.0,25.0,0.0,0.38609537299339,0.2666764322694906
208,es27mar12_2,2.0,28.0,-1.0,0.870877308707124,0.26668517502604083
209,es27mar12_2,2.0,14.0,-1.0,0.9001037741001693,0.26675275067037535
210,es27mar12_2,2.0,2.0,-1.0,0.8931777378815081,0.2721386157836315
211,es27mar12_2,2.0,10.0,-1.0,0.8470654627539503,0.2671889484858259
212,es27mar12_2,2.0,20.0,-1.0,0.8868698710433763,0.26736942320623946
213,es27mar12_2,2.0,22.0,-1.0,0.821041948579161,0.2679696625258221
214,es27mar12_3,1.0,30.0,-1.0,0.8184832159138002,0.27756872293393386
215,es27mar12_3,1.0,41.0,-1.0,0.8906827571211133,0.278264114291668
216,es27mar12_3,1.0,31.0,1.0,0.8386099562946381,0.2775737042409927
217,es27mar12_3,1.0,33.0,-1.0,0.7482681389655711,0.27759765282399973
218,es27mar12_3,1.0,14.0,-1.0,0.7997609085475195,0.2785053465119816
219,es27mar12_3,1.0,28.0,-1.0,0.7792106898694842,0.27768511408064794
220,es27mar12_3,1.0,2.0,-1.0,0.8343725643024162,0.2851084688975305
221,es27mar12_3,1.0,8.0,-1.0,0.782678171939917,0.2777117325643905
222,es27mar12_3,1.0,37.0,0.0,0.3888252342117679,0.2777159856943452
223,es27mar12_3,1.0,17.0,-1.0,0.8770571151984511,0.2777917382111665
224,es27mar12_3,1.0,10.0,-1.0,0.7857142857142857,0.27908824217599726
225,es27mar12_3,1.0,35.0,-1.0,0.7774524158125915,0.2778988576244622
226,es27mar12_3,1.0,38.0,-1.0,0.8400818926296634,0.277881159990962
227,es27mar12_3,1.0,13.0,-1.0,0.8361702127659575,0.2781026732817566
228,es27mar12_3,1.0,6.0,-1.0,0.8623052959501558,0.27931466293745416
229,es27mar12_3,1.0,43.0,-1.0,0.8450390189520625,0.27826139307898384
230,es27mar12_3,1.0,39.0,-1.0,0.6387967143556547,0.2782143010818636
231,es27mar12_3,1.0,16.0,-1.0,0.8478922207735767,0.28031810357940645
232,es27mar12_3,1.0,34.0,-1.0,0.8372142857142857,0.27854339496008
233,es27mar12_3,1.0,19.0,-1.0,0.9027972027972028,0.27875117280178047
234,es27mar12_3,1.0,4.0,-1.0,0.8119469026548672,0.28013205698372673
235,es27mar12_3,1.0,25.0,-1.0,0.9459084604715673,0.30210695025300055
236,es27mar12_3,1.0,22.0,-1.0,0.8562428407789232,0.3212543362595624
237,es27mar12_3,1.0,26.0,-1.0,0.7555418719211823,0.3273034849078242
238,es27mar12_3,1.0,29.0,-1.0,0.0015822784810126582,3.8290510518997087
239,es27mar12_3,2.0,19.0,-1.0,0.8574815149291641,0.27757566316998084
240,es27mar12_3,2.0,20.0,-1.0,1.0,2.943162691509765
241,es27mar12_3,2.0,25.0,-1.0,0.9226461707384024,0.2776578599991241
242,es27mar12_3,2.0,14.0,-1.0,0.8156500939689049,0.27888645277175983
243,es27mar12_3,2.0,2.0,-1.0,0.8118869013271783,0.27810069056627207
244,es27mar12_3,2.0,6.0,-1.0,0.8280402788536019,0.27953513343030933
245,es27mar12_3,2.0,21.0,-1.0,0.8913315013739695,0.2783087901428147
246,es27mar12_3,2.0,8.0,-1.0,0.7587844254510921,0.2784391471099306
247,es27mar12_3,2.0,11.0,-1.0,0.9239332096474954,0.2789378604966471
248,es27mar12_3,2.0,12.0,-1.0,0.8907339754234473,0.2783993093804236
249,es27mar12_3,2.0,10.0,-1.0,0.872923908845114,0.2784810280508242
250,es27mar12_3,2.0,5.0,0.0,0.6265060240963856,0.279009527621318
251,es27mar12_3,2.0,23.0,0.0,0.2482425679681545,0.2784919358739308
252,es27mar12_3,2.0,16.0,-1.0,0.8942465753424658,0.27985375304762866
253,es27mar12_3,2.0,18.0,0.0,0.4056291390728477,0.28015583549567774
254,es27mar12_3,2.0,22.0,1.0,0.8495116363197878,0.28025858493602357
255,es27mar12_3,2.0,9.0,-1.0,0.9216043755697356,0.2831988430058789
256,es27mar12_3,2.0,17.0,-1.0,0.8348178137651822,0.2914344707949682
257,es27mar12_3,2.0,3.0,-1.0,0.8448762143528674,0.30823914038834893
258,es27mar12.012,1.0,5.0,0.0,0.5673616988535816,0.2717015638487456
259,es27mar12.012,1.0,3.0,-1.0,0.750242954324587,0.27214210881573014
260,es27mar12.012,1.0,2.0,-1.0,0.8796389167502507,0.27278712640238667
261,es27mar12.012,2.0,5.0,0.0,0.5655325058588664,0.2716864282001637
262,es27mar12.012,2.0,2.0,0.0,0.46733431208053694,0.271708145746407
263,es27mar12.012,2.0,7.0,-1.0,0.8308327897368993,0.2717137187694759
264,es27mar12.012,2.0,6.0,-1.0,0.7333520651868503,0.27171183596584103
265,es27mar12.012,2.0,4.0,1.0,0.8054835124120044,0.2720971788962121
266,es27mar12.012,2.0,3.0,1.0,0.8851919561243144,0.27200528044042893
267,es27mar12.012,3.0,2.0,-1.0,0.771010387157696,0.27170099152488847
268,es27mar12.012,3.0,3.0,-1.0,0.8931000971817298,0.2728370835989413
269,es27mar12.013,1.0,7.0,0.0,0.40170151025522655,0.3258682581064589
270,es27mar12.013,2.0,6.0,-1.0,0.8093505039193729,0.3262907626273178
271,es27mar12.013,2.0,12.0,-1.0,0.7855926792934667,0.3259672086082399
272,es27mar12.013,2.0,8.0,-1.0,0.7504587155963303,0.33590262919837544
273,es20may12_1,1.0,4.0,-1.0,0.8517593397046047,0.23480658052486458
274,es20may12_1,4.0,10.0,-1.0,0.9574345700316365,0.23497896842074661
275,es20may12_1,4.0,17.0,-1.0,0.8284990791896869,0.23484991981314784
276,es20may12_1,4.0,5.0,-1.0,0.9301217575436739,0.23483334060065342
277,es20may12_1,4.0,8.0,-1.0,0.9547018348623854,0.23529061195350773
278,es20may12_1,4.0,16.0,-1.0,0.7953306305046833,0.23492375892301967
279,es20may12_1,4.0,9.0,-1.0,0.9185990338164252,0.23493118543398947
280,es20may12_1,4.0,15.0,-1.0,0.8554347826086957,0.23709781445275555
281,es20may12_1,4.0,6.0,-1.0,0.9435463176802669,0.23496658612807028
282,es20may12_1,4.0,18.0,0.0,0.28340638697557924,0.2349914339731653
283,es20may12_1,4.0,11.0,-1.0,0.8223495702005731,0.24531780048325533
284,m371r2_3,4.0,12.0,-1.0,0.7181117728205646,0.4036650704452492
285,m371r2_3,4.0,2.0,-1.0,0.6312947381640085,0.4036953742258439
286,m371r2_3,4.0,8.0,0.0,0.5325792450348547,0.4034610006861495
287,m371r2_3,4.0,11.0,-1.0,0.6735640969644027,0.40362669310669325
288,m371r2_3,4.0,6.0,-1.0,0.5424981332234725,0.4035690245404541
289,m371r2_3,4.0,10.0,1.0,0.666699575476355,0.4038765821644587
290,es21may12_1,1.0,8.0,-1.0,0.7426825662757466,0.3659133545627211
291,es21may12_1,1.0,10.0,0.0,0.20991155222469787,0.36595570785782194
292,es21may12_1,1.0,9.0,0.0,0.6494140625,0.3659844454663697
293,es21may12_1,1.0,4.0,-1.0,0.6828947368421052,0.36616343916579913
294,es21may12_1,1.0,6.0,-1.0,0.7092171230235249,0.3661320802102185
295,es21may12_1,1.0,2.0,-1.0,0.6896135265700483,0.3662467253168143
296,es21may12_1,1.0,3.0,0.0,0.3829752604166667,0.36665726662292963
297,es21may12_1,1.0,5.0,-1.0,0.7121052631578947,0.9022094695750208
298,m361r2_13,1.0,6.0,0.0,0.8508833525264725,0.1192020639604734
299,m361r2_13,2.0,5.0,-1.0,0.9653436870865689,0.119136722392745
300,m361r2_17,1.0,4.0,-1.0,0.8737916219119226,0.16402841161745058
301,m361r2_17,1.0,6.0,0.0,0.6001856244199237,0.16399497781850028
302,m361r2_17,1.0,8.0,-1.0,0.8600883652430045,0.16514523140371748
303,m361r2_17,1.0,12.0,0.0,0.4427960057061341,0.191496347790741
304,m361r2_17,1.0,2.0,-1.0,0.746407438715131,0.2328616489221516
305,m361r2_17,2.0,3.0,-1.0,0.8598452278589854,0.1639003436335312
306,m361r2_17,2.0,25.0,-1.0,0.8888888888888888,0.16395596601446497
307,m361r2_17,2.0,17.0,1.0,0.8891663465232424,0.16392722795125123
308,m361r2_17,2.0,19.0,-1.0,0.884979223764477,0.1640653283866418
309,m361r2_17,2.0,11.0,-1.0,0.7614814814814815,0.16689707065141016
310,m361r2_17,2.0,14.0,1.0,0.8929503916449086,0.1682224438298696
311,m361r2_17,2.0,18.0,1.0,0.951638418079096,0.17703548142550846
312,m361r2_17,2.0,5.0,-1.0,0.8417122946739671,0.22928356123669857
